A,B,Pretty Formula,predicted_structure,probability,Parent formula,parent_structure,In DB?,Experimental CN,Predicted CN,Validation
Pr3+,P3-,PrP,"P3- Pr3+
1.0
0.0 2.947353 2.947353
2.947353 0.0 2.947353
2.947353 2.947353 0.0
P Pr
1 1
Cartesian
2.947353 2.947353 2.947353 P3-
0.0 0.0 0.0 Pr3+
",0.010102421858990782,NdP,"Nd3+ P3-
1.0
0.0 2.947353 2.947353
2.947353 0.0 2.947353
2.947353 2.947353 0.0
Nd P
1 1
Cartesian
0.0 0.0 0.0 Nd3+
2.947353 2.947353 2.947353 P3-
",Yes,6,6,Correct
Pr2+,S2-,PrS,"Pr2+ S2-
1.0
0.0 2.876973 2.876973
2.876973 0.0 2.876973
2.876973 2.876973 0.0
Pr S
1 1
Cartesian
0.0 0.0 0.0 Pr2+
2.876973 2.876973 2.876973 S2-
",0.010102421858990782,NdS,"Nd2+ S2-
1.0
0.0 2.876973 2.876973
2.876973 0.0 2.876973
2.876973 2.876973 0.0
Nd S
1 1
Cartesian
0.0 0.0 0.0 Nd2+
2.876973 2.876973 2.876973 S2-
",Yes,6,6,Correct
Pr3+,As3-,PrAs,"As3- Pr3+
1.0
0.0 3.023318 3.023318
3.023318 0.0 3.023318
3.023318 3.023318 0.0
As Pr
1 1
Cartesian
0.0 0.0 0.0 As3-
3.023318 3.023318 3.023318 Pr3+
",0.010102421858990782,NdAs,"As3- Nd3+
1.0
0.0 3.023318 3.023318
3.023318 0.0 3.023318
3.023318 3.023318 0.0
As Nd
1 1
Cartesian
0.0 0.0 0.0 As3-
3.023318 3.023318 3.023318 Nd3+
",Yes,6,6,Correct
Pr2+,Se2-,PrSe,"Pr2+ Se2-
1.0
0.0 2.992288 2.992288
2.992288 0.0 2.992288
2.992288 2.992288 0.0
Pr Se
1 1
Cartesian
0.0 0.0 0.0 Pr2+
2.992288 2.992288 2.992288 Se2-
",0.010102421858990782,NdSe,"Nd2+ Se2-
1.0
0.0 2.992288 2.992288
2.992288 0.0 2.992288
2.992288 2.992288 0.0
Nd Se
1 1
Cartesian
0.0 0.0 0.0 Nd2+
2.992288 2.992288 2.992288 Se2-
",Yes,6,6,Correct
Pr3+,Sb3-,PrSb,"Pr3+ Sb3-
1.0
0.0 3.200032 3.200032
3.200032 0.0 3.200032
3.200032 3.200032 0.0
Pr Sb
1 1
Cartesian
0.0 0.0 0.0 Pr3+
3.200032 3.200032 3.200032 Sb3-
",0.010102421858990782,NdSb,"Nd3+ Sb3-
1.0
0.0 3.200032 3.200032
3.200032 0.0 3.200032
3.200032 3.200032 0.0
Nd Sb
1 1
Cartesian
0.0 0.0 0.0 Nd3+
3.200032 3.200032 3.200032 Sb3-
",Yes,6,6,Correct
Pr2+,Te2-,PrTe,"Pr2+ Te2-
1.0
0.0 3.182164 3.182164
3.182164 0.0 3.182164
3.182164 3.182164 0.0
Pr Te
1 1
Cartesian
0.0 0.0 0.0 Pr2+
3.182164 3.182164 3.182164 Te2-
",0.010102421858990782,NdTe,"Nd2+ Te2-
1.0
0.0 3.182164 3.182164
3.182164 0.0 3.182164
3.182164 3.182164 0.0
Nd Te
1 1
Cartesian
0.0 0.0 0.0 Nd2+
3.182164 3.182164 3.182164 Te2-
",Yes,6,6,Correct
Pr3+,Bi3-,PrBi,"Bi3- Pr3+
1.0
0.0 3.260884 3.260884
3.260884 0.0 3.260884
3.260884 3.260884 0.0
Bi Pr
1 1
Cartesian
0.0 0.0 0.0 Bi3-
3.260884 3.260884 3.260884 Pr3+
",0.00839667164494399,CeBi,"Bi3- Ce3+
1.0
0.0 3.260884 3.260884
3.260884 0.0 3.260884
3.260884 3.260884 0.0
Bi Ce
1 1
Cartesian
0.0 0.0 0.0 Bi3-
3.260884 3.260884 3.260884 Ce3+
",Yes,6,6,Correct
Nd3+,N3-,NdN,"N3- Nd3+
1.0
0.0 2.610562 2.610562
2.610562 0.0 2.610562
2.610562 2.610562 0.0
N Nd
1 1
Cartesian
0.0 0.0 0.0 N3-
2.610562 2.610562 2.610562 Nd3+
",0.010154668313030435,PrN,"N3- Pr3+
1.0
0.0 2.610562 2.610562
2.610562 0.0 2.610562
2.610562 2.610562 0.0
N Pr
1 1
Cartesian
0.0 0.0 0.0 N3-
2.610562 2.610562 2.610562 Pr3+
",Yes,6,6,Correct
Nd2+,Si2-,NdSi,"Nd2+ Si2-
1.0
3.96832 0.0 0.0
0.0 5.972022 0.0
0.0 0.0 8.339572
Nd Si
4 4
Cartesian
0.99208 2.3065680850379997 5.668732331708 Nd2+
2.9762399999999998 3.665453914962 2.6708396682920004 Nd2+
2.9762399999999998 5.292579085038001 6.840625668292001 Nd2+
0.99208 0.6794429149619999 1.498946331708 Nd2+
0.99208 5.252865138738 4.459694541436 Si2-
2.9762399999999998 0.719156861262 3.879877458564 Si2-
2.9762399999999998 2.266854138738 8.049663458564 Si2-
0.99208 3.705167861262 0.28990854143600003 Si2-
",0.010154668313030435,PrSi,"Pr2+ Si2-
1.0
3.96832 0.0 0.0
0.0 5.972022 0.0
0.0 0.0 8.339572
Pr Si
4 4
Cartesian
0.99208 2.3065680850379997 5.668732331708 Pr2+
2.9762399999999998 3.665453914962 2.6708396682920004 Pr2+
2.9762399999999998 5.292579085038001 6.840625668292001 Pr2+
0.99208 0.6794429149619999 1.498946331708 Pr2+
0.99208 5.252865138738 4.459694541436 Si2-
2.9762399999999998 0.719156861262 3.879877458564 Si2-
2.9762399999999998 2.266854138738 8.049663458564 Si2-
0.99208 3.705167861262 0.28990854143600003 Si2-
",Yes,7,7,Correct
Nd3+,P3-,NdP,"Nd3+ P3-
1.0
0.0 2.974463 2.974463
2.974463 0.0 2.974463
2.974463 2.974463 0.0
Nd P
1 1
Cartesian
2.974463 2.974463 2.974463 Nd3+
0.0 0.0 0.0 P3-
",0.010154668313030435,PrP,"P3- Pr3+
1.0
0.0 2.974463 2.974463
2.974463 0.0 2.974463
2.974463 2.974463 0.0
P Pr
1 1
Cartesian
0.0 0.0 0.0 P3-
2.974463 2.974463 2.974463 Pr3+
",Yes,6,6,Correct
Nd2+,S2-,NdS,"Nd2+ S2-
1.0
0.0 2.903828 2.903828
2.903828 0.0 2.903828
2.903828 2.903828 0.0
Nd S
1 1
Cartesian
0.0 0.0 0.0 Nd2+
2.903828 2.903828 2.903828 S2-
",0.010154668313030435,PrS,"Pr2+ S2-
1.0
0.0 2.903828 2.903828
2.903828 0.0 2.903828
2.903828 2.903828 0.0
Pr S
1 1
Cartesian
0.0 0.0 0.0 Pr2+
2.903828 2.903828 2.903828 S2-
",Yes,6,6,Correct
Nd2+,Ge2-,NdGe,"Ge2- Nd2+
1.0
2.205117 -5.473403 0.0
2.205117 5.473403 0.0
0.0 0.0 4.016394
Ge Nd
2 2
Cartesian
2.205117 -0.9017540910560002 3.0122955 Ge2-
2.205117 0.9017540910560002 1.0040985 Ge2-
2.205117 -3.956952911626 3.0122955 Nd2+
2.205117 3.956952911626 1.0040985 Nd2+
",0.009858546064977677,SmGe,"Ge2- Sm2+
1.0
2.205117 -5.473403 0.0
2.205117 5.473403 0.0
0.0 0.0 4.016394
Ge Sm
2 2
Cartesian
2.205117 -0.9017540910560002 3.0122955 Ge2-
2.205117 0.9017540910560002 1.0040985 Ge2-
2.205117 -3.956952911626 3.0122955 Sm2+
2.205117 3.956952911626 1.0040985 Sm2+
",Yes,9,9,Correct
Nd3+,As3-,NdAs,"As3- Nd3+
1.0
0.0 3.046986 3.046986
3.046986 0.0 3.046986
3.046986 3.046986 0.0
As Nd
1 1
Cartesian
0.0 0.0 0.0 As3-
3.046986 3.046986 3.046986 Nd3+
",0.010154668313030435,PrAs,"As3- Pr3+
1.0
0.0 3.046986 3.046986
3.046986 0.0 3.046986
3.046986 3.046986 0.0
As Pr
1 1
Cartesian
0.0 0.0 0.0 As3-
3.046986 3.046986 3.046986 Pr3+
",Yes,6,6,Correct
Nd2+,Se2-,NdSe,"Nd2+ Se2-
1.0
0.0 3.017326 3.017326
3.017326 0.0 3.017326
3.017326 3.017326 0.0
Nd Se
1 1
Cartesian
0.0 0.0 0.0 Nd2+
3.017326 3.017326 3.017326 Se2-
",0.010154668313030435,PrSe,"Pr2+ Se2-
1.0
0.0 3.017326 3.017326
3.017326 0.0 3.017326
3.017326 3.017326 0.0
Pr Se
1 1
Cartesian
0.0 0.0 0.0 Pr2+
3.017326 3.017326 3.017326 Se2-
",Yes,6,6,Correct
Nd3+,Sb3-,NdSb,"Nd3+ Sb3-
1.0
0.0 3.224136 3.224136
3.224136 0.0 3.224136
3.224136 3.224136 0.0
Nd Sb
1 1
Cartesian
0.0 0.0 0.0 Nd3+
3.224136 3.224136 3.224136 Sb3-
",0.010154668313030435,PrSb,"Pr3+ Sb3-
1.0
0.0 3.224136 3.224136
3.224136 0.0 3.224136
3.224136 3.224136 0.0
Pr Sb
1 1
Cartesian
0.0 0.0 0.0 Pr3+
3.224136 3.224136 3.224136 Sb3-
",Yes,6,6,Correct
Nd2+,Te2-,NdTe,"Nd2+ Te2-
1.0
0.0 3.207814 3.207814
3.207814 0.0 3.207814
3.207814 3.207814 0.0
Nd Te
1 1
Cartesian
0.0 0.0 0.0 Nd2+
3.207814 3.207814 3.207814 Te2-
",0.010154668313030435,PrTe,"Pr2+ Te2-
1.0
0.0 3.207814 3.207814
3.207814 0.0 3.207814
3.207814 3.207814 0.0
Pr Te
1 1
Cartesian
0.0 0.0 0.0 Pr2+
3.207814 3.207814 3.207814 Te2-
",Yes,6,6,Correct
Sm3+,N3-,SmN,"N3- Sm3+
1.0
0.0 2.582619 2.582619
2.582619 0.0 2.582619
2.582619 2.582619 0.0
N Sm
1 1
Cartesian
0.0 0.0 0.0 N3-
2.582619 2.582619 2.582619 Sm3+
",0.00988766162526168,NdN,"N3- Nd3+
1.0
0.0 2.582619 2.582619
2.582619 0.0 2.582619
2.582619 2.582619 0.0
N Nd
1 1
Cartesian
0.0 0.0 0.0 N3-
2.582619 2.582619 2.582619 Nd3+
",Yes,6,6,Correct
Sm2+,O2-,SmO,"O2- Sm2+
1.0
0.0 2.551148 2.551148
2.551148 0.0 2.551148
2.551148 2.551148 0.0
O Sm
1 1
Cartesian
2.551148 2.551148 2.551148 O2-
0.0 0.0 0.0 Sm2+
",0.009775967414785208,PrO,"O2- Pr2+
1.0
0.0 2.551148 2.551148
2.551148 0.0 2.551148
2.551148 2.551148 0.0
O Pr
1 1
Cartesian
2.551148 2.551148 2.551148 O2-
0.0 0.0 0.0 Pr2+
",Yes,6,6,Correct
Sm3+,P3-,SmP,"P3- Sm3+
1.0
0.0 2.947353 2.947353
2.947353 0.0 2.947353
2.947353 2.947353 0.0
P Sm
1 1
Cartesian
2.947353 2.947353 2.947353 P3-
0.0 0.0 0.0 Sm3+
",0.00988766162526168,NdP,"Nd3+ P3-
1.0
0.0 2.947353 2.947353
2.947353 0.0 2.947353
2.947353 2.947353 0.0
Nd P
1 1
Cartesian
0.0 0.0 0.0 Nd3+
2.947353 2.947353 2.947353 P3-
",Yes,6,6,Correct
Sm2+,S2-,SmS,"S2- Sm2+
1.0
0.0 2.876973 2.876973
2.876973 0.0 2.876973
2.876973 2.876973 0.0
S Sm
1 1
Cartesian
2.876973 2.876973 2.876973 S2-
0.0 0.0 0.0 Sm2+
",0.00988766162526168,NdS,"Nd2+ S2-
1.0
0.0 2.876973 2.876973
2.876973 0.0 2.876973
2.876973 2.876973 0.0
Nd S
1 1
Cartesian
0.0 0.0 0.0 Nd2+
2.876973 2.876973 2.876973 S2-
",Yes,6,6,Correct
Sm2+,Ge2-,SmGe,"Ge2- Sm2+
1.0
2.247512 -5.558007 0.0
2.247512 5.558007 0.0
0.0 0.0 4.072564
Ge Sm
2 2
Cartesian
2.247512 0.9021423481980001 1.018141 Ge2-
2.247512 -0.9021423481980002 3.054423 Ge2-
2.247509752488 4.0228687925790005 1.018141 Sm2+
2.247512 -4.022874350585999 3.054423 Sm2+
",0.00988766162526168,NdGe,"Ge2- Nd2+
1.0
2.247512 -5.558007 0.0
2.247512 5.558007 0.0
0.0 0.0 4.072564
Ge Nd
2 2
Cartesian
2.247512 0.9021423481980001 1.018141 Ge2-
2.247512 -0.9021423481980002 3.054423 Ge2-
2.247509752488 4.0228687925790005 1.018141 Nd2+
2.247512 -4.022874350585999 3.054423 Nd2+
",Yes,9,9,Correct
Sm3+,As3-,SmAs,"As3- Sm3+
1.0
0.0 3.023318 3.023318
3.023318 0.0 3.023318
3.023318 3.023318 0.0
As Sm
1 1
Cartesian
0.0 0.0 0.0 As3-
3.023318 3.023318 3.023318 Sm3+
",0.00988766162526168,NdAs,"As3- Nd3+
1.0
0.0 3.023318 3.023318
3.023318 0.0 3.023318
3.023318 3.023318 0.0
As Nd
1 1
Cartesian
0.0 0.0 0.0 As3-
3.023318 3.023318 3.023318 Nd3+
",Yes,6,6,Correct
Sm2+,Se2-,SmSe,"Se2- Sm2+
1.0
0.0 2.992288 2.992288
2.992288 0.0 2.992288
2.992288 2.992288 0.0
Se Sm
1 1
Cartesian
2.992288 2.992288 2.992288 Se2-
0.0 0.0 0.0 Sm2+
",0.00988766162526168,NdSe,"Nd2+ Se2-
1.0
0.0 2.992288 2.992288
2.992288 0.0 2.992288
2.992288 2.992288 0.0
Nd Se
1 1
Cartesian
0.0 0.0 0.0 Nd2+
2.992288 2.992288 2.992288 Se2-
",Yes,6,6,Correct
Sm3+,Sb3-,SmSb,"Sb3- Sm3+
1.0
0.0 3.200032 3.200032
3.200032 0.0 3.200032
3.200032 3.200032 0.0
Sb Sm
1 1
Cartesian
3.200032 3.200032 3.200032 Sb3-
0.0 0.0 0.0 Sm3+
",0.00988766162526168,NdSb,"Nd3+ Sb3-
1.0
0.0 3.200032 3.200032
3.200032 0.0 3.200032
3.200032 3.200032 0.0
Nd Sb
1 1
Cartesian
0.0 0.0 0.0 Nd3+
3.200032 3.200032 3.200032 Sb3-
",Yes,6,6,Correct
Sm2+,Te2-,SmTe,"Sm2+ Te2-
1.0
0.0 3.182164 3.182164
3.182164 0.0 3.182164
3.182164 3.182164 0.0
Sm Te
1 1
Cartesian
0.0 0.0 0.0 Sm2+
3.182164 3.182164 3.182164 Te2-
",0.00988766162526168,NdTe,"Nd2+ Te2-
1.0
0.0 3.182164 3.182164
3.182164 0.0 3.182164
3.182164 3.182164 0.0
Nd Te
1 1
Cartesian
0.0 0.0 0.0 Nd2+
3.182164 3.182164 3.182164 Te2-
",Yes,6,6,Correct
Eu3+,N3-,EuN,"Eu3+ N3-
1.0
0.0 2.537114 2.537114
2.537114 0.0 2.537114
2.537114 2.537114 0.0
Eu N
1 1
Cartesian
2.537114 2.537114 2.537114 Eu3+
0.0 0.0 0.0 N3-
",0.00954498989568784,SmN,"N3- Sm3+
1.0
0.0 2.537114 2.537114
2.537114 0.0 2.537114
2.537114 2.537114 0.0
N Sm
1 1
Cartesian
0.0 0.0 0.0 N3-
2.537114 2.537114 2.537114 Sm3+
",Yes,6,6,Correct
Eu2+,O2-,EuO,"Eu2+ O2-
1.0
0.0 2.483223 2.483223
2.483223 0.0 2.483223
2.483223 2.483223 0.0
Eu O
1 1
Cartesian
0.0 0.0 0.0 Eu2+
2.483223 2.483223 2.483223 O2-
",0.00954498989568784,SmO,"O2- Sm2+
1.0
0.0 2.483223 2.483223
2.483223 0.0 2.483223
2.483223 2.483223 0.0
O Sm
1 1
Cartesian
2.483223 2.483223 2.483223 O2-
0.0 0.0 0.0 Sm2+
",Yes,6,6,Correct
Eu2+,Si2-,EuSi,"Eu2+ Si2-
1.0
3.945045 0.0 0.0
0.0 5.924178 0.0
0.0 0.0 8.26203
Eu Si
4 4
Cartesian
0.98626125 2.28845071962 5.6152721654399995 Eu2+
2.95878375 3.6357272803800003 2.64675783456 Eu2+
2.95878375 5.250539719620001 6.7777728345599995 Eu2+
0.98626125 0.6736382803800001 1.4842571654399999 Eu2+
0.98626125 5.201558615916 4.42295383005 Si2-
2.95878375 0.7226193840840001 3.83907616995 Si2-
2.95878375 2.239469615916 7.970091169949999 Si2-
0.98626125 3.6847083840840003 0.29193883005 Si2-
",0.00951244623333573,NdSi,"Nd2+ Si2-
1.0
3.945045 0.0 0.0
0.0 5.924178 0.0
0.0 0.0 8.26203
Nd Si
4 4
Cartesian
0.98626125 2.28845071962 5.6152721654399995 Nd2+
2.95878375 3.6357272803800003 2.64675783456 Nd2+
2.95878375 5.250539719620001 6.7777728345599995 Nd2+
0.98626125 0.6736382803800001 1.4842571654399999 Nd2+
0.98626125 5.201558615916 4.42295383005 Si2-
2.95878375 0.7226193840840001 3.83907616995 Si2-
2.95878375 2.239469615916 7.970091169949999 Si2-
0.98626125 3.6847083840840003 0.29193883005 Si2-
",Yes,7,7,Correct
Eu3+,P3-,EuP,"Eu3+ P3-
1.0
0.0 2.905578 2.905578
2.905578 0.0 2.905578
2.905578 2.905578 0.0
Eu P
1 1
Cartesian
2.905578 2.905578 2.905578 Eu3+
0.0 0.0 0.0 P3-
",0.00954498989568784,SmP,"P3- Sm3+
1.0
0.0 2.905578 2.905578
2.905578 0.0 2.905578
2.905578 2.905578 0.0
P Sm
1 1
Cartesian
0.0 0.0 0.0 P3-
2.905578 2.905578 2.905578 Sm3+
",Yes,6,6,Correct
Eu2+,S2-,EuS,"Eu2+ S2-
1.0
0.0 2.835357 2.835357
2.835357 0.0 2.835357
2.835357 2.835357 0.0
Eu S
1 1
Cartesian
2.835357 2.835357 2.835357 Eu2+
0.0 0.0 0.0 S2-
",0.00954498989568784,SmS,"S2- Sm2+
1.0
0.0 2.835357 2.835357
2.835357 0.0 2.835357
2.835357 2.835357 0.0
S Sm
1 1
Cartesian
0.0 0.0 0.0 S2-
2.835357 2.835357 2.835357 Sm2+
",Yes,6,6,Correct
Eu2+,Ge2-,EuGe,"Eu2+ Ge2-
1.0
2.205117 -5.473403 0.0
2.205117 5.473403 0.0
0.0 0.0 4.016394
Eu Ge
2 2
Cartesian
2.205117 -3.956952911626 3.0122955 Eu2+
2.205117 3.956952911626 1.0040985 Eu2+
2.205117 -0.9017540910560002 3.0122955 Ge2-
2.205117 0.9017540910560002 1.0040985 Ge2-
",0.00954498989568784,SmGe,"Ge2- Sm2+
1.0
2.205117 -5.473403 0.0
2.205117 5.473403 0.0
0.0 0.0 4.016394
Ge Sm
2 2
Cartesian
2.205117 -0.9017540910560002 3.0122955 Ge2-
2.205117 0.9017540910560002 1.0040985 Ge2-
2.205117 -3.956952911626 3.0122955 Sm2+
2.205117 3.956952911626 1.0040985 Sm2+
",Yes,7,7,Correct
Eu2+,Se2-,EuSe,"Eu2+ Se2-
1.0
0.0 2.951821 2.951821
2.951821 0.0 2.951821
2.951821 2.951821 0.0
Eu Se
1 1
Cartesian
2.951821 2.951821 2.951821 Eu2+
0.0 0.0 0.0 Se2-
",0.00954498989568784,SmSe,"Se2- Sm2+
1.0
0.0 2.951821 2.951821
2.951821 0.0 2.951821
2.951821 2.951821 0.0
Se Sm
1 1
Cartesian
0.0 0.0 0.0 Se2-
2.951821 2.951821 2.951821 Sm2+
",Yes,6,6,Correct
Eu2+,Te2-,EuTe,"Eu2+ Te2-
1.0
0.0 3.142409 3.142409
3.142409 0.0 3.142409
3.142409 3.142409 0.0
Eu Te
1 1
Cartesian
0.0 0.0 0.0 Eu2+
3.142409 3.142409 3.142409 Te2-
",0.00954498989568784,SmTe,"Sm2+ Te2-
1.0
0.0 3.142409 3.142409
3.142409 0.0 3.142409
3.142409 3.142409 0.0
Sm Te
1 1
Cartesian
0.0 0.0 0.0 Sm2+
3.142409 3.142409 3.142409 Te2-
",Yes,6,6,Correct
Gd3+,N3-,GdN,"Gd3+ N3-
1.0
0.0 2.52567 2.52567
2.52567 0.0 2.52567
2.52567 2.52567 0.0
Gd N
1 1
Cartesian
0.0 0.0 0.0 Gd3+
2.52567 2.52567 2.52567 N3-
",0.00918442210705317,CeN,"Ce3+ N3-
1.0
0.0 2.52567 2.52567
2.52567 0.0 2.52567
2.52567 2.52567 0.0
Ce N
1 1
Cartesian
0.0 0.0 0.0 Ce3+
2.52567 2.52567 2.52567 N3-
",Yes,6,6,Correct
Gd2+,O2-,GdO,"Gd2+ O2-
1.0
0.0 2.4929 2.4929
2.4929 0.0 2.4929
2.4929 2.4929 0.0
Gd O
1 1
Cartesian
0.0 0.0 0.0 Gd2+
2.4929 2.4929 2.4929 O2-
",0.00918442210705317,CeO,"Ce2+ O2-
1.0
0.0 2.4929 2.4929
2.4929 0.0 2.4929
2.4929 2.4929 0.0
Ce O
1 1
Cartesian
0.0 0.0 0.0 Ce2+
2.4929 2.4929 2.4929 O2-
",Yes,4,6,Incorrect
Gd3+,P3-,GdP,"Gd3+ P3-
1.0
0.0 2.900099 2.900099
2.900099 0.0 2.900099
2.900099 2.900099 0.0
Gd P
1 1
Cartesian
0.0 0.0 0.0 Gd3+
2.900099 2.900099 2.900099 P3-
",0.00918442210705317,CeP,"Ce3+ P3-
1.0
0.0 2.900099 2.900099
2.900099 0.0 2.900099
2.900099 2.900099 0.0
Ce P
1 1
Cartesian
0.0 0.0 0.0 Ce3+
2.900099 2.900099 2.900099 P3-
",Yes,6,6,Correct
Gd2+,S2-,GdS,"Gd2+ S2-
1.0
0.0 2.84129 2.84129
2.84129 0.0 2.84129
2.84129 2.84129 0.0
Gd S
1 1
Cartesian
0.0 0.0 0.0 Gd2+
2.84129 2.84129 2.84129 S2-
",0.00918442210705317,CeS,"Ce2+ S2-
1.0
0.0 2.84129 2.84129
2.84129 0.0 2.84129
2.84129 2.84129 0.0
Ce S
1 1
Cartesian
0.0 0.0 0.0 Ce2+
2.84129 2.84129 2.84129 S2-
",Yes,6,6,Correct
Gd3+,As3-,GdAs,"As3- Gd3+
1.0
0.0 2.98821 2.98821
2.98821 0.0 2.98821
2.98821 2.98821 0.0
As Gd
1 1
Cartesian
0.0 0.0 0.0 As3-
2.98821 2.98821 2.98821 Gd3+
",0.00918442210705317,CeAs,"As3- Ce3+
1.0
0.0 2.98821 2.98821
2.98821 0.0 2.98821
2.98821 2.98821 0.0
As Ce
1 1
Cartesian
0.0 0.0 0.0 As3-
2.98821 2.98821 2.98821 Ce3+
",Yes,6,6,Correct
Gd2+,Se2-,GdSe,"Gd2+ Se2-
1.0
0.0 2.963037 2.963037
2.963037 0.0 2.963037
2.963037 2.963037 0.0
Gd Se
1 1
Cartesian
0.0 0.0 0.0 Gd2+
2.963037 2.963037 2.963037 Se2-
",0.00918442210705317,CeSe,"Ce2+ Se2-
1.0
0.0 2.963037 2.963037
2.963037 0.0 2.963037
2.963037 2.963037 0.0
Ce Se
1 1
Cartesian
0.0 0.0 0.0 Ce2+
2.963037 2.963037 2.963037 Se2-
",Yes,6,6,Correct
Gd3+,Sb3-,GdSb,"Gd3+ Sb3-
1.0
0.0 3.185131 3.185131
3.185131 0.0 3.185131
3.185131 3.185131 0.0
Gd Sb
1 1
Cartesian
0.0 0.0 0.0 Gd3+
3.185131 3.185131 3.185131 Sb3-
",0.00918442210705317,CeSb,"Ce3+ Sb3-
1.0
0.0 3.185131 3.185131
3.185131 0.0 3.185131
3.185131 3.185131 0.0
Ce Sb
1 1
Cartesian
0.0 0.0 0.0 Ce3+
3.185131 3.185131 3.185131 Sb3-
",Yes,6,6,Correct
Gd2+,Te2-,GdTe,"Gd2+ Te2-
1.0
0.0 3.170003 3.170003
3.170003 0.0 3.170003
3.170003 3.170003 0.0
Gd Te
1 1
Cartesian
0.0 0.0 0.0 Gd2+
3.170003 3.170003 3.170003 Te2-
",0.00918442210705317,CeTe,"Ce2+ Te2-
1.0
0.0 3.170003 3.170003
3.170003 0.0 3.170003
3.170003 3.170003 0.0
Ce Te
1 1
Cartesian
0.0 0.0 0.0 Ce2+
3.170003 3.170003 3.170003 Te2-
",Yes,6,6,Correct
Gd3+,Bi3-,GdBi,"Bi3- Gd3+
1.0
0.0 3.260884 3.260884
3.260884 0.0 3.260884
3.260884 3.260884 0.0
Bi Gd
1 1
Cartesian
0.0 0.0 0.0 Bi3-
3.260884 3.260884 3.260884 Gd3+
",0.00918442210705317,CeBi,"Bi3- Ce3+
1.0
0.0 3.260884 3.260884
3.260884 0.0 3.260884
3.260884 3.260884 0.0
Bi Ce
1 1
Cartesian
0.0 0.0 0.0 Bi3-
3.260884 3.260884 3.260884 Ce3+
",Yes,6,6,Correct
Tb3+,N3-,TbN,"N3- Tb3+
1.0
0.0 2.456344 2.456344
2.456344 0.0 2.456344
2.456344 2.456344 0.0
N Tb
1 1
Cartesian
2.456344 2.456344 2.456344 N3-
0.0 0.0 0.0 Tb3+
",0.00953187888692593,DyN,"Dy3+ N3-
1.0
0.0 2.456344 2.456344
2.456344 0.0 2.456344
2.456344 2.456344 0.0
Dy N
1 1
Cartesian
0.0 0.0 0.0 Dy3+
2.456344 2.456344 2.456344 N3-
",Yes,6,6,Correct
Tb4+,Si4-,TbSi,"Si4- Tb4+
1.0
3.894214 0.0 0.0
0.0 5.840729 0.0
0.0 0.0 8.164712
Si Tb
4 4
Cartesian
0.9735535 5.127546785454999 4.362797527776 Si4-
2.9206605 0.713182214545 3.801914472224 Si4-
2.9206605 2.2071822854549996 7.884270472223999 Si4-
0.9735535 3.633546714545 0.28044152777599995 Si4-
0.9735535 2.242086481959 5.559654495144 Tb4+
2.9206605 3.5986425180409998 2.6050575048559996 Tb4+
2.9206605 5.162450981958999 6.687413504856 Tb4+
0.9735535 0.678278018041 1.4772984951439998 Tb4+
",0.005939147953030556,CeSi,"Ce4+ Si4-
1.0
3.894214 0.0 0.0
0.0 5.840729 0.0
0.0 0.0 8.164712
Ce Si
4 4
Cartesian
0.9735535 2.242086481959 5.559654495144 Ce4+
2.9206605 3.5986425180409998 2.6050575048559996 Ce4+
2.9206605 5.162450981958999 6.687413504856 Ce4+
0.9735535 0.678278018041 1.4772984951439998 Ce4+
0.9735535 5.127546785454999 4.362797527776 Si4-
2.9206605 0.713182214545 3.801914472224 Si4-
2.9206605 2.2071822854549996 7.884270472223999 Si4-
0.9735535 3.633546714545 0.28044152777599995 Si4-
",Yes,9,9,Correct
Tb3+,P3-,TbP,"P3- Tb3+
1.0
0.0 2.834307 2.834307
2.834307 0.0 2.834307
2.834307 2.834307 0.0
P Tb
1 1
Cartesian
2.834307 2.834307 2.834307 P3-
0.0 0.0 0.0 Tb3+
",0.00953187888692593,DyP,"Dy3+ P3-
1.0
0.0 2.834307 2.834307
2.834307 0.0 2.834307
2.834307 2.834307 0.0
Dy P
1 1
Cartesian
0.0 0.0 0.0 Dy3+
2.834307 2.834307 2.834307 P3-
",Yes,6,6,Correct
Tb2+,S2-,TbS,"S2- Tb2+
1.0
0.0 2.760718 2.760718
2.760718 0.0 2.760718
2.760718 2.760718 0.0
S Tb
1 1
Cartesian
2.760718 2.760718 2.760718 S2-
0.0 0.0 0.0 Tb2+
",0.00953187888692593,DyS,"Dy2+ S2-
1.0
0.0 2.760718 2.760718
2.760718 0.0 2.760718
2.760718 2.760718 0.0
Dy S
1 1
Cartesian
0.0 0.0 0.0 Dy2+
2.760718 2.760718 2.760718 S2-
",Yes,6,6,Correct
